child_visible,child_count,child_emotion,adult_visible,adult_emotion,scene_type,is_animated,has_text_overlay,emotional_tone,exploitation_concern,brief_description,id,title,channel
True,6,neutral,True,neutral,studio,False,True,neutral,1,"A lineup of adults holding infants, split into girls on the left and boys on the right, with text overlay 'girls vs boys.'",Ld4VQrUYd08,Boys vs Girls - Who's The Better Parent?,jordanmatter
True,4,happy,False,none,outdoor,False,False,positive,0,A child in a pink swimsuit pops out of a backyard pool while three kids jump on a trampoline in the background.,l7dzf4eFeAc,I Built a SECRET POOL In My House,jordanmatter
True,1,neutral,False,none,indoor,False,True,neutral,1,"A child sits inside a very small car with legs stretched over the steering wheel, accompanied by text reading 'tiny car'.",G0h_-seyrIQ,My Daughter Survives WORLD'S TINIEST CAR,jordanmatter
True,1,scared,False,none,indoor,False,False,dramatic,1,"A child holding a flashlight in a dark attic, with a rat nearby and a red-eyed figure in the background.",ZXB5nC1TgZo,There's Something Living in our House *not a prank*,jordanmatter
True,2,excited,True,neutral,indoor,False,True,exciting,1,Two children in Halloween costumes appear excited in a decorated indoor setting with a casually dressed adult labeled as 'dad' walking in a hallway.,cEB9Y3rAC4E,I Snuck in 50 Friends and Didn’t Tell My Dad,jordanmatter
True,1,neutral,False,none,outdoor,False,True,dramatic,1,A child dancer in a white dress poses dramatically in front of a large fountain with the word 'busted' overlaid in bold text.,DYXPvmFViVw,BUSTED BY SECURITY For Taking A Photo? #shorts,jordanmatter
True,1,neutral,False,none,outdoor,False,True,neutral,1,A young girl standing outside with a neutral expression and the text #slimesalish above her head.,7IaFN3UQYUM,REVENGE ON MY DAUGHTER! #shorts,jordanmatter
True,6,distressed,True,neutral,indoor,False,True,dramatic,1,"A girl surrounded by other students in detention, looking distressed with a teacher writing 'HOUR 7' on the board.",2G87uyT2cwY,TRAPPED IN DETENTION for 24 Hours,jordanmatter
True,2,sad,True,happy,mixed,False,True,dramatic,1,"Collage of scenes showing children and adults at a wedding and in home settings, emphasizing emotional farewells and connections from a distance.",qAT2aaiQRSg,our best friends wedding 3000 miles away! 😭 prepare to cry,kkandbabyj
False,0,none,True,neutral,indoor,False,True,neutral,0,"An adult male is in an unfinished indoor space with construction materials visible, and the thumbnail includes text about a new restaurant and a cheer gym.",PbL9zdtvk4s,a long day,kkandbabyj
True,1,none,True,distressed,indoor,False,True,dramatic,2,"An indoor scene with a distressed woman looking around and text emphasizing a missing baby, with blurred faces including at least one child.",OsPYrUUVylk,Missing Baby Prank!!! (She Panicked),kkandbabyj
True,1,excited,False,none,indoor,False,False,positive,0,"A child excitedly holding up a white shopping bag inside a mall, celebrating finishing last minute Christmas shopping.",nUwh13gAfpI,Last Minute Christmas Shopping FINALLY DONE!,kkandbabyj
True,1,excited,True,happy,outdoor,False,False,positive,1,"A child and two adults outdoors showing playful interaction with one adult crouching and the others laughing, implying a prank scenario.",PQ7A5qxJWtw,The Perfect Prank On My Best Friend!,kkandbabyj
True,1,neutral,True,neutral,outdoor,False,False,positive,1,A toddler is walking toward an adult reaching out their hand in an outdoor parking area with several adults nearby.,dCIhlGVAHPU,BABY SAYS HHHHHH!!!!!???,kkandbabyj
True,1,happy,True,happy,indoor,False,False,positive,0,"A child and an adult hugging inside a room, both smiling and looking happy.",ZkAZbF1zVA8,BEST SURPRISE EVER!,kkandbabyj
True,1,none,True,happy,indoor,False,False,positive,1,A woman holding a baby is surrounded by smiling adults with cameras indoors.,z3YYRoAqQ0I,DAVID DOBRIK AND LIZA KOSHY LOVED OUR BABY!!! 👶🏼,kkandbabyj
True,1,neutral,True,neutral,indoor,False,False,neutral,1,An adult holding a child in an indoor clinical or office setting with neutral expressions.,tF7Nz3d9Koo,Our Son Cursed Out The Nurse..,kkandbabyj
True,1,neutral,True,neutral,outdoor,False,False,neutral,0,An adult and a child stand together outdoors under a blue sky with palm trees visible.,JVDm_o5EV0s,Eating At A Restaurant With little Kids,kkandbabyj
True,1,neutral,True,neutral,indoor,False,False,neutral,1,An adult and a child are interacting inside near a table with boxes.,Sm7-Sm9ez5g,Adjusting To Three Kids Under Three Years Old,kkandbabyj
True,1,neutral,True,neutral,indoor,False,False,positive,1,An adult and a child cuddling together on a beige couch in a cozy indoor setting.,pW5slv5p81A,CUDDLING MAMA!,kkandbabyj
False,0,none,False,none,animated,True,True,neutral,0,An animated character with cat ears and a distressed expression says 'Are you proud?' in a speech bubble on a white background.,axHot1FvcYc,AMARI IS MEAN,labrantfam
True,1,distressed,False,none,animated,True,True,dramatic,2,An animated child character with visible injuries stands in a park scene saying 'They also hurt me!' in a speech bubble.,75VHfV3Y8Bk,STOP AMARIAMGST!,labrantfam
False,0,none,False,none,animated,True,True,neutral,0,Animated Gacha Life character named Noah wearing a white mask on his head with text overlay on a blue background.,8LWobFWuGbc,| Noah gets an ear ring ~ Gacha life |,labrantfam
True,1,neutral,True,neutral,indoor,False,False,exciting,1,"A child and an adult are taped together with duct tape inside a home, posing with their arms outstretched.",K6sU8TyJ6x0,DUCT TAPED TO BRENT RIVERA FOR A DAY,piersonwodzynski
True,2,excited,False,none,studio,False,True,exciting,1,"Two children posing with swapped gender-associated items, highlighting a brother and sister switching lives for a day.",2-O-HBiEAb4,BROTHER & SISTER SWITCH LIVES FOR A DAY,piersonwodzynski
True,1,happy,False,none,indoor,False,True,positive,0,"A child with a face mask smiling indoors, wearing a headband and bathrobe with text promoting a skincare brand.",QwiFwKI_S-s,really needed this @KiehlsNYC  #kiehlspartner #skincare,piersonwodzynski
False,0,none,True,distressed,indoor,False,True,dramatic,0,"An adult woman seated indoors, holding a phone showing the TikTok logo with distressed expression, accompanied by text indicating a 24-hour TikTok posting challenge.",deczXPUXWpE,POSTING A TIKTOK EVERY HOUR FOR 24 HOURS,piersonwodzynski
True,1,sad,True,neutral,outdoor,False,False,dramatic,1,"A child with a sad expression in a blue sweater stands in the middle of a crowd dressed as Santa Claus on a city street, with another child circled and pointed at in the background.",jm4T3SsY6dk,I LOST MY BEST FRIEND IN NEW YORK CITY...,piersonwodzynski
True,1,excited,False,none,indoor,False,True,dramatic,1,A child wrapped in plastic wrap sitting indoors with a dramatic expression during a video call.,PwxSlxSDKnc,the most awkward call…,piersonwodzynski
True,1,neutral,False,none,outdoor,False,False,dramatic,1,"A child lies on the sand outdoors with an expression that appears neutral, suggesting a situation related to the video title about nearly getting a concussion.",pVDCD2XRXmw,almost got a concussion😳🚨,piersonwodzynski
True,1,happy,False,none,indoor,False,False,positive,0,A child indoors proudly shows three carved pumpkins with smiling faces during a Halloween-themed activity.,emV49FqPCsg,IT'S HALLOWEEN WITCHES,piersonwodzynski
False,0,none,True,neutral,indoor,False,False,neutral,0,"A TV screen showing an adult woman wearing a bright pink outfit with a name tag, likely on a game show.",FSmThwoVfMA,MY MOMS ON TV,piersonwodzynski
True,3,neutral,False,none,indoor,False,False,dramatic,2,"Three young individuals indoors with an arrow pointing at one, suggesting a dramatic or personal story related to the title.",05-RegkHGkQ,SHE FLIRTED WITH MY BROTHER!!,piersonwodzynski
True,1,happy,False,none,indoor,False,True,positive,0,"A child dancing joyfully indoors with another young person, with text overlay about TikTok dances.",tqkBkSqAYoM,dancing with lexiiiii,piersonwodzynski
True,1,neutral,False,none,outdoor,False,False,neutral,0,A child is lying on an orange pillow on the grass in an outdoor setting.,t0VbH1jqyJc,FACING MY #1 BIGGEST FEAR,piersonwodzynski
True,1,distressed,False,none,mixed,False,False,dramatic,2,"A young girl appears in two poses, one taking a selfie in gym attire and another looking upset with a broken heart graphic.",6JtumTpXqPQ,I Can’t Believe I Did This To Myself (emotional reaction) 💔,piperrockelle
True,1,neutral,False,none,indoor,False,True,positive,1,A child posing indoors with various gift items and text promoting a Christmas wishlist gift guide.,Ed6XJfRnzjo,100 Christmas Wishlist ideas 2024🎀,piperrockelle
True,1,excited,False,none,outdoor,False,True,positive,0,"A young girl in workout attire poses outdoors with dumbbells and a container, with fitness equipment in the background and text overlay saying 'DAY 1'.",7h93alv7Yuw,My Ultimate Summer Workout Routine,piperrockelle
True,1,neutral,False,none,outdoor,False,False,positive,0,A child wearing overalls and a green hat holds a pitchfork and a chicken in front of a red barn with cows grazing nearby.,7AFGRJYKI9s,I BOUGHT A FARM 🐷🚜,piperrockelle
True,2,distressed,False,none,indoor,False,True,dramatic,1,"Two children are shown indoors with one knocking on a door and the other sitting on the floor looking upset, accompanied by a speech bubble saying 'ARE YOU OKAY?!' and a broken heart emoji.",lbk7zVnZi2k,First Time Pranking MY CRUSH,piperrockelle
False,0,none,True,happy,outdoor,False,True,positive,1,An adult woman in a purple outfit holds a box of donuts with a sign saying 'Please Donut say no... PROM?' facing a person with short hair in a red shirt.,Gi_rf4fn2s8,CUTEST PROMPOSAL ❤️🥹,piperrockelle
True,1,neutral,False,none,indoor,False,True,dramatic,1,"A teenage girl holding a birthday cake with '17' candles, alongside a phone screen showing a negative text message from an ex.",n1ILaInOqPQ,My Ex-Boyfriend Texted Me On My BIRTHDAY,piperrockelle
True,5,neutral,False,none,studio,False,True,exciting,1,Five children wearing colorful Among Us-themed hoodies are posing in a studio setting with text overlay describing an impostor challenge.,rxjc4sm7caQ,WE PLAYED AMONG US IN REAL LIFE Challenge **IMPOSTOR IQ 999**🔪🩸| Piper Rockelle,piperrockelle
True,2,distressed,False,none,indoor,False,True,dramatic,2,"Two girls sitting back-to-back on a green couch in a living room, each with speech bubbles claiming superiority.",6fpr_hiC2Yk,Confronting His NEW Girlfriend,piperrockelle
True,2,sad,False,none,indoor,False,True,negative,1,"Two children hugging each other indoors near large windows, with the text 'GOODBYE' and a crying emoji overlay.",Rgikv7DpueA,Saying GOODBYE to my CRUSH 💔,piperrockelle
True,2,excited,False,none,indoor,False,True,exciting,1,Two children in boxing gear facing each other in a boxing ring with 'VS' text overlay.,OkR3VOiG5Xw,MY FIRST BOXING FIGHT 🥊,piperrockelle
True,1,distressed,False,none,indoor,False,False,dramatic,1,A young girl sitting inside a car appearing distressed with a large broken heart emoji beside her.,eIaJ6TAlZXo,A Heartbreaking Decision…💔,piperrockelle
False,0,none,True,happy,studio,False,False,positive,0,Two adults with blurred faces are shown from the shoulders up against a bright blue background with light effects.,PC16C5M0DX8,The Face Swap Challenge (w/ Rebecca Zamolo and MattSlays),rebeccazamolo
True,1,distressed,True,neutral,outdoor,False,False,dramatic,2,"A child appears distressed while sitting at a table outdoors with an adult leaning in, and another adult looks on with a neutral expression.",QThMQJhGzdM,BEST FIRST DATE WINS KISS in Real Life Challenge! (Secret meeting w/ ex Best Friend) Rebecca Zamolo,rebeccazamolo
True,1,scared,True,neutral,indoor,False,False,dramatic,2,A child and an adult sitting indoors playing with a mysterious object while a ghostly figure is faintly visible in the background.,YUmMlpxjG7k,Talking To A REAL GHOST in My Room!,rebeccazamolo
True,1,happy,False,none,studio,False,True,positive,0,A child holding two giant rainbow pancakes with bright colorful background and a 'DIY!' text overlay.,2SJALNolKpk,DIY GIANT RAINBOW PANCAKES!! & NEVER HAVE I EVER CHALLENGE W/MY HUSBAND!,rebeccazamolo
True,1,excited,False,none,outdoor,False,False,exciting,1,A child dressed as a mermaid with a colorful tail sitting in a green crate in the middle of a city street.,EgcpRrn5tjA,I Became a MERMAID in Public For A Day! (WORST Game Master 24 Hour Challenge) | Rebecca Zamolo,rebeccazamolo
True,2,excited,False,none,studio,False,True,exciting,1,Two children excitedly presenting an enormous ice cream sundae with bright colorful background and text overlay saying OMG!!,CmSz_k5niYM,"WORLD'S LARGEST ICE CREAM SUNDAE!! 100,000+ CALORIES!",rebeccazamolo
True,1,excited,False,none,studio,True,True,dramatic,1,An animated child figure points to a poster with a silhouette and a green question mark labeled 'WHO?' with a mysterious figure in the background.,nCHFYSJzVmI,GAME MASTER Spy FOUND Pumpkin Patch's Next Target! (Mysterious New Clues Found on Treasure Hunt),rebeccazamolo
True,2,excited,False,none,studio,False,True,dramatic,1,Two young individuals in red hoodies making peace signs with a speech bubble saying 'You're not a Teen' on a colorful background.,3KzkGNXP17M,Copying Piper Rockelle for 24 Hours! Rebecca Zamolo,rebeccazamolo
True,1,neutral,False,none,studio,False,True,dramatic,2,A split image showing a girl portraying a 'broke pregnant' holding a 'NEED FOOD' sign and the same girl as a 'rich pregnant' wearing a tiara and golden clothes with gold coins background.,QcxerdBo8jI,Rich Pregnant Vs Broke Pregnant - Rebecca Zamolo,rebeccazamolo
True,1,neutral,True,neutral,outdoor,False,False,neutral,1,A child in a bright pink shirt lies with arms outstretched in front of a colorful structure with an adult wearing a white mask and black gloves behind them.,xC7qKMDKS0c,WORLD'S LARGEST Gymnastics Fort! (Hide and Seek w/ RZ Twin ) Rebecca Zamolo,rebeccazamolo
True,1,neutral,True,neutral,outdoor,False,False,dramatic,2,A young girl holding a lighter with a woman tied to a chair surrounded by flames in the background.,neXrhqXQHxQ,Rebecca GETS REVENGE On EVIL BABYSITTER,rebeccazamolo
True,1,distressed,False,none,indoor,False,True,dramatic,1,A child showing distress at a table with school supplies while contrasting the concept of school versus real life.,8EQM-Feoseo,School Vs. Real Life,rebeccazamolo
True,1,neutral,False,none,outdoor,False,False,exciting,1,A child in a McDonald's uniform holds a Happy Meal box outside a restaurant next to a friendly robot serving food from a drive-thru window.,7tp1bTB-DZw,I Hired an AI Robot to Work at McDonald's with Me!,ryansworld
True,1,neutral,False,none,indoor,False,True,positive,1,A child sitting indoors holding a Spider-Man toy with 'Shhh...' text overlay and a playful Minion character in foreground.,FjlhYd2Touk,Hide N Seek Family Fun around the house with Ryan,ryansworld
True,3,excited,False,none,animated,True,True,exciting,1,Three children holding Minecraft-themed weapons in an animated environment with the Minecraft logo prominently displayed.,-Sr0nBr4Mpk,Ryan's GIANT Minecraft Movie Challenge!,ryansworld
True,1,happy,False,none,indoor,False,True,positive,0,A child dressed as a chef is playing with toy fruits and vegetables and a toy stove in an indoor setting.,CI7wSCWqCyc,TOY CUTTING VELCRO FRUITS AND VEGETABLES,ryansworld
True,1,surprised,False,none,indoor,False,True,dramatic,1,"A child sits indoors at a table with a lie detector device, showing his hands up, appearing surprised, with added graphic effects and text overlay.",FtpQ_CIL1CU,Lie Detector Test on Ryan! Is Ryan telling the Truth???,ryansworld
True,3,excited,False,none,indoor,False,True,exciting,1,"Three children indoors with playful expressions, featuring colorful text overlay and a logo.",FAqOigS-Wds,Ryan Becomes a Monster Pretend Play with Emma and Kate!,ryansworld
True,1,excited,True,excited,outdoor,False,True,exciting,1,"Several people, including a child and two adults, stand on glowing squares in a grassy outdoor field with an excited expression, with text about a $500,000 challenge.",bS0HTbiwWLQ,"LAST TO LEAVE THE SQUARE GETS $500,000",ryansworld
True,1,neutral,False,none,animated,True,True,exciting,1,"A child wearing a red Elemion shirt is surrounded by two animated characters in a colorful outdoor setting, promoting a live watch party of a new animation series.",8Zdd_cOwQIM,A Brand New Animation Series is Launching! Watch Party with Ryan's World!,ryansworld
True,1,neutral,False,none,indoor,False,False,neutral,0,A child is playing with a colorful twisted Jenga tower indoors.,bXX-NyIgMXA,Twisted Jenga Fun with Ryan!,ryansworld
True,1,neutral,True,neutral,outdoor,False,False,exciting,1,A child appears to be playfully kicking an adult who is digitally edited to be partially inside a green animated portal outdoors.,3Ow_mF7EXG0,Ryan magic toy hunt adventure for Ryan's World Giant Surprise Eggs!!!,ryansworld
True,1,neutral,False,none,indoor,False,True,exciting,1,A child wearing a Ryan Toys Review shirt is conducting a dry ice experiment with bubbles indoors.,YwCJ9uIcfeE,DRY ICE BOO BUBBLES Science Experiments for kids to do at home,ryansworld
True,1,happy,False,none,studio,False,True,positive,1,"A child is playing with a toy claw machine filled with colorful balls, smiling against a bright blue background with animated faces.",g6_XnFZZsTU,Ryan plays Crazy Craw Machine with Kinder Eggs Surprise Toys,ryansworld
True,3,neutral,False,none,studio,False,True,exciting,1,Two children holding large colorful balls stand on a bed of oversized gumballs with a third child's face prominently displayed in the background.,XJ8sFscwdHI,Sisters Got ShRunk Inside A Bubble GumBall Machine!,tannerites
True,4,excited,False,none,indoor,False,False,positive,0,"Four children in a bright room celebrating with two cartoon unicorns, one child standing with arms outstretched in excitement.",TGndfuDAYQM,TEENAGE Unicorn Birthday PARTY!!,tannerites
True,2,neutral,False,none,studio,False,True,exciting,1,Two children surrounded by colorful elf dolls with text overlays referencing 'elf' and 'THE MOVIE' on a bright green background.,FTWu7_QuqIk,Caught SANTA On Camera And ELF Moving The Movie!,tannerites
True,2,neutral,False,none,indoor,False,False,neutral,1,"Two children indoors, one girl in a white dress sitting on the floor near a fireplace, and one boy in a white sweater in the foreground.",UQYwEF1pDpE,TANNERITES SQS!! #3,tannerites
True,3,excited,False,none,indoor,False,True,exciting,1,Three children excitedly pose inside a colorful block-built pool with bright text overlay promoting a last to leave challenge.,E6WfOaFhnJc,Last To Leave The Pool WINS!,tannerites
True,1,neutral,True,neutral,studio,False,False,dramatic,1,"A child and an adult in costume pose against a colorful background, with the adult dressed in a robot-like outfit.",DeKyRHjaIiE,My SISTER Is A ROBOT!,tannerites
True,6,excited,False,none,indoor,False,True,exciting,2,"A group of children sitting indoors with large amounts of food, smiling and excited under a bright text about winning money for eating last.",bKY5gAgNoB8,Last To EAT Food WINS $300! Last To LEAVE With Their FOOD WINS CASH!,tannerites
True,2,happy,False,none,indoor,False,True,positive,1,Two children interacting in a pretend ice cream shop setting with one child holding a large stacked ice cream cone and the other holding an ice cream cone with sprinkles.,ZTbhEomwZeU,Buying Real Ice Cream From Drive Thru Ice Cream Shop Window In My House!,tannerites
False,0,none,True,neutral,indoor,False,False,positive,0,"A close-up of a hand holding a blue Easter egg decorated with the text '#truelove' indoors, with blurred colorful eggs in the background.",v02mk6CS-H0,COLORING EASTER EGGS!!,tannerites
True,1,happy,False,none,outdoor,False,True,positive,1,A child dressed in McDonald's-themed attire stands in front of a McDonald's restaurant holding a Happy Meal box.,G7E-HTyldsI,McDonald's In My HOUSE Is OPEN!,tannerites
True,2,scared,False,none,indoor,False,True,dramatic,2,"Two children are depicted with one child seeming to sleepwalk towards the other who appears concerned, with added visual effects including text and an alarm clock icon.",9H0MizmB2Pc,HELP....Brother Won't Wake UP And Sleep Walking!,tannerites
True,2,excited,False,none,studio,False,False,exciting,1,"Two children pose next to a person in a Baldi costume behind LEGO jail bars, one holding a ruler and coin, the other pointing.",07NG3H_R9Ok,Baldi’s Ruler Has POWERS! | Baldi Goes To JAIL in Giant LEGO FORT!,tannerites
True,1,neutral,True,neutral,indoor,False,True,neutral,1,An adult and a child embracing indoors with text overlay stating 'IT'S BEEN A LONG WEEK' and a pink heart emoji.,cpoZKnwKI2s,It’s Been A Long Week | The LeRoys,theleray
True,1,happy,False,none,indoor,False,True,positive,0,A happy teenage boy indoors pointing at the camera with a text overlay about arguing with a teenage son.,kKA0Fee1Nd8,😂 @RhettLeRoy10  you da best 💕,theleray
True,2,excited,False,none,indoor,False,False,positive,0,Two children excitedly reaching for sprinkled donuts at a kitchen counter in a festive indoor setting.,aUGLeMyedqk,Let The Christmas Vlogs Begin | The LeRoys,theleray
False,0,none,True,neutral,indoor,False,True,neutral,0,Two adults sitting in a car with a text overlay that says 'JUST OUR LUCK'.,inTH3bb0AE4,We Do This Every Fall | The LeRoys,theleray
False,0,none,True,neutral,indoor,False,True,positive,0,"An adult holding an orange Halloween-themed bucket filled with various festive items, with text overlay describing a Boo Basket for Kesley.",al8jCuXPqZ0,"Boo Basket for Kesley, Shanna’s Birthday Fun, Rhett’s Big News & New Fall Clothing Haul | The LeRoys",theleray
True,2,excited,True,excited,outdoor,False,True,exciting,1,"A family is white-water rafting together, showing excitement and adventure during their vacation.",OJHTUNfexJY,Our Summer Vacation | The LeRoys,theleray
True,1,excited,True,surprised,indoor,False,True,dramatic,1,"A child in a pink jacket appears to be pleading with a woman indoors, with speech bubble text overlay conveying a dramatic conversation.",V4NKHmOKrWs,Please Mom? | It’s My Dream | The LeRoys,theleray
True,1,excited,True,neutral,indoor,False,True,positive,1,"Two people seated in a car with one child resting her head, showing a text overlay 'HOUSE SURPRISE'.",xNj9nZEs5ks,Coming home to a surprise | The LeRoys,theleray
True,1,neutral,False,none,indoor,False,False,neutral,0,A child sitting on a bed in a bedroom with bags and clothes in the background.,xIYwFNpq7-U,Packing for senior trip | she Released her first song | cooking with Rhett | The LeRoys,theleray
True,4,happy,False,none,outdoor,False,True,positive,0,"Four children holding signs indicating their school grade levels, standing outside with a bright 'First Day of School' text overlay.",jgYad2p9yX8,Back To School Tradition | First Day of School 🎒,theleray
True,1,neutral,False,none,indoor,False,True,dramatic,1,A child with blurred face in a dark setting with laughing emojis and bold text saying 'I'LL BE OKAY!!!'.,dhc-_f0Z7Ps,READING MEAN COMMENTS!! I'LL BE OKAY! | THE LEROYS,theleray
True,1,happy,True,happy,outdoor,False,True,positive,0,"A family group is posing on a beach in Cozumel, with smiling faces and casual beachwear, and a text overlay saying 'Cozumel' with tropical leaves.",BEaPOlFXTJc,The Best Part Of Our Trip | Cozumel Island |Sancho's Beach | The LeRoys,theleray
True,1,neutral,False,none,indoor,False,False,neutral,1,"A child stands by a window indoors, facing away while an adult's hand visibly shows a tattoo.",ActAElzKA6Y,TATTOO SURPRISE!,thesacconejolys
True,3,scared,True,happy,outdoor,False,True,exciting,1,"A toddler experiencing their first rollercoaster ride with adults visible in the background, set outdoors at an amusement park.",fnr-n6TOdws,HER FIRST TIME ON A ROLLERCOASTER! (2 year old) - DISNEY DAY 4 (2020),thesacconejolys
True,1,neutral,False,none,indoor,False,True,neutral,1,A 13-year-old girl indoors holding a camera and pointing at herself with text indicating her age.,b8MeqeCs2o8,We're Back.. (and everything has changed),thesacconejolys
True,2,neutral,False,none,indoor,False,False,neutral,1,Two young children sitting closely together on a couch indoors.,DFc0uzHt83o,LOVE HIM OR HATE HIM?,thesacconejolys
True,2,neutral,True,neutral,outdoor,False,False,neutral,3,An adult lying on a lounge chair at the beach with two young children sitting on and near them.,fXTkOqoMTMY,Baby on a Baby on a Beach in Mexico,thesacconejolys
True,1,excited,False,none,indoor,False,True,positive,1,"A child excitedly holds up a tooth inside a bedroom setting, highlighting their first tooth being pulled out.",KO0g_hWkx1A,SHE GOT HER FIRST TOOTH PULLED OUT!,thesacconejolys
True,2,neutral,True,happy,indoor,False,True,positive,1,"An adult woman and two children are at a dining table, with one child seemingly feeding himself.",R823UJDd8iQ,BABY FEEDS HIMSELF!!,thesacconejolys
True,4,happy,False,none,indoor,False,True,positive,1,Four children sitting on a bed in a cozy room with text overlay promoting a Christmas road trip.,Rhv0JPViO1s,CHRISTMAS ROAD TRIP WITH 4 KIDS!,thesacconejolys
True,1,neutral,False,none,indoor,False,False,neutral,0,"A child indoors near a wooden wall with flower decorations, looking slightly downward.",Hrxl9IkdyRI,TASTY THAI,thesacconejolys
True,4,happy,True,happy,outdoor,False,True,positive,1,"Several happy children and an adult posing with a Minnie Mouse character at Disney World, with text overlay stating 'DREAMS COME TRUE AT DISNEYWORLD'.",Vm9CXBp7FEU,HER DREAM CAME TRUE AT DISNEY - DISNEY DAY 3 (2020),thesacconejolys
True,2,excited,True,neutral,indoor,False,False,positive,1,An adult and two children are playing together in a bedroom with a crib and toys visible.,YgaNnYnV7zg,CUTEST KIDS EVER!,thesacconejolys
True,1,neutral,True,neutral,indoor,False,False,neutral,0,"An adult and a child sitting indoors, with the child holding a large fork.",ShXw4QJgxVg,GETTING HER OWN WAY!,thesacconejolys
False,0,none,False,none,studio,False,True,positive,0,Toy figures of Paw Patrol characters and Peppa Pig surrounded by colorful cotton candy-like fluff in a studio setting.,TwxKon9ToUM,Paw Patrol Saves Peppa Pig From a Pile OF Cotton Candy Toys Parody,thesuperherobuddy
False,0,none,False,none,indoor,False,False,positive,0,Peppa Pig toy playhouse set with figurines arranged on a tabletop indoors.,98DnmtNK3T0,PEPPA PIG Peek n Surprise Playhouse Unboxing and Review,thesuperherobuddy
True,1,happy,False,none,outdoor,False,True,positive,0,"A happy child is enjoying a ninja training ropes course outdoors with bright, playful text and cartoon sun and bird added.",R7G-SlG-FE4,Assistant Tries the Ninja Training Ropes Course and Zip Lines,thesuperherobuddy
False,0,none,False,none,studio,False,True,positive,0,Paw Patrol toy characters among colorful Orbeez with text overlay promoting a toy parody.,5AG_HWozzxU,Paw Patrol Rubble Gets Into the  Orbeez Againa Funny Toy Parody,thesuperherobuddy
True,1,neutral,False,none,indoor,False,True,exciting,1,A child holding three dogs wearing superhero costumes with colorful transformation effects and bold text overlay.,2OT4vilAKNc,Assistant's Dogs Wiggles and Waffles Transform into Spidey and Hulk,thesuperherobuddy
True,3,happy,True,happy,outdoor,False,False,positive,0,"Four people, including children and an adult, dressed as mummies standing in a corn maze.",IrQL9SUY_V8,Assistant and Batboy Ryan play Mummy Touch in the Corn Maze,thesuperherobuddy
False,0,none,False,none,studio,False,True,positive,0,"A Sofia the First mermaid toy is displayed with small sea creature figures on a colorful backdrop, featuring the show's logo.",rMxnNphNR0k,SOFIA THE FIRST MAGICAL LIGHTS MERMAID Water Toy,thesuperherobuddy
False,0,none,False,none,outdoor,False,False,positive,0,A small dog dressed in a playful costume is standing outside on the grass near a blue house.,Un0QMF6BKko,Super Mario and Peaches Are the Wiggles Waggles and Waffles #FamilyFun #FunnyDogs #supermario,thesuperherobuddy
True,2,neutral,False,none,studio,False,False,neutral,0,Two child dolls and one Elsa doll from Frozen alongside an Olaf toy are posed on a blue surface with a sparkly background.,TRrEoNZDxTE,FROZEN Elsa Baby Abbie Plays Hide and Go Seek with Olaf,thesuperherobuddy
True,1,neutral,False,none,indoor,False,True,positive,0,"A child lying next to two baby Paw Patrol toys seated in small chairs, with colorful text 'Baby Spa' above.",cOg9CKNzVNs,Assistant Baby Spa Day with Baby Paw Patrol Toys,thesuperherobuddy
True,1,neutral,False,none,studio,False,True,positive,1,A child standing next to people in Mickey Mouse and Donald Duck costumes with Finding Dory themed graphics in the background.,tkbIuqRLOvU,Assistant Play Finding Dory Hank Ring game with Mickey Mouse,thesuperherobuddy
True,1,neutral,False,none,studio,False,True,positive,1,"A child is seated indoors with four Paw Patrol Racer toys and a dog, with colorful text overlay reading 'Paw Patrol Racers'.",NPV9437IGOw,Assistant Finds Chase and Marshal PAW Patrol Racers with Wiggles & Waffles!,thesuperherobuddy
True,1,neutral,False,none,indoor,False,False,neutral,0,A child is sitting indoors beside a decorated Christmas tree with wrapped presents underneath.,_hMl34kEUks,Where are you Christmas?🎄 #shorts,theweisslife
True,5,neutral,True,neutral,outdoor,False,True,positive,0,"A family of six standing outdoors near a tree in a pumpkin patch, with children wearing matching Halloween-themed sweaters and text overlay saying 'PUMPKIN PATCH!'",4s5j1fGQLlI,PUMPKIN PATCH!,theweisslife
True,1,neutral,True,neutral,indoor,False,False,neutral,0,"A child and an adult sitting at a table indoors, seemingly engaged in an activity with various small items.",ErbW_F5E2ig,What’s in our Advent calendars? Day 21 🎁 #shorts,theweisslife
True,1,neutral,True,neutral,indoor,False,True,positive,1,"An adult holding a baby wrapped in a blanket indoors, with the baby shown again in a close-up on the right side, accompanied by the text 'MEETING THE BABY!'",JFOPQS4KgBc,THE KIDS MEET THE NEW BABY!,theweisslife
True,1,neutral,False,none,indoor,False,True,neutral,1,"A child is shown indoors wearing a green hoodie, with text overlaying the video that reads 'When we first got together vs. now.'",TrKjTuxmPD0,When we first got together vs. now #shorts,theweisslife
True,1,happy,False,none,indoor,False,True,positive,1,A young girl happily sitting in a small blue toy car indoors with birthday presents and festive text overlay.,G6zJMcWwBU0,GRETCHEN'S 5th BIRTHDAY MORNING! OPENING PRESENTS AND PARTY!,theweisslife
True,2,neutral,False,none,indoor,False,False,neutral,1,"Two children indoors dressed in robes and accessories, one holding a walker with a basket, posing in a living room.",h1O8lU3Z_wI,Can you GUESS our FAMILY HALLOWEEN COSTUME THEME?!🎃🐈‍⬛ #shorts,theweisslife
