performative_labor,emotional_bait,narrative_conflict,challenge_format,commercial_content,privacy_violation,overall_exploitative,reasoning,video_id,title
0.2,0.6,0.1,0.0,0.1,0.0,0.2,"The thumbnail and title suggest a staged surprise moment with some emotional exaggeration but no clear signs of conflict, challenge, privacy violation, or heavy commercial exploitation, indicating low overall exploitative risk.",UaMKkA-nWZI,Her Reaction was PRICELESS!!! - @itsJudysLife
0.3,0.2,0.0,0.0,0.4,0.0,0.2,"The thumbnail and title depict a family Halloween outing with light staging (costumes) and some commercial links, but lack exaggerated emotions, conflict, or privacy violations, indicating low exploitation risk.",2htqARtAHtI,Halloween 2024 + Donald Trump - @itsJudysLife
0.1,0.1,0.0,0.0,0.2,0.0,0.1,"The video appears to be a natural family vlog documenting Mother's Day with no evident staged performance, exaggerated emotions, conflict, or challenges, though some commercial content is present via shopping links.",z07KvvqEDSs,The Mother's Day Weekend I'll never forget 🥹 - @itsJudysLife
0.1,0.6,0.7,0.0,0.3,0.0,0.4,"The thumbnail and title suggest manufactured family drama with emotional clickbait but show no clear signs of staged child performance or privacy violations, though some commercial content is present.",BqZi0V_ggb4,They don't like this side of me - @itsJudysLife
0.3,0.1,0.0,0.0,0.2,0.0,0.2,"The thumbnail and title suggest a staged hair salon activity likely created for the camera but without exaggerated emotions, conflict, or challenge format, and minimal commercial signals, indicating low exploitation risk.",3VcOqBSd8jM,The Boujee Hair Salon - @itsJudysLife
0.2,0.1,0.0,0.0,0.3,0.0,0.1,"The thumbnail and title suggest a casual family vlog with minimal staging, low emotional exaggeration, no conflict or challenge format, some commercial content via shopping links, and no evident privacy violations, indicating low exploitation risk.",AxFzw-P-0z0,The stuff we do for our kids 🤪 - @itsJudysLife
0.2,0.1,0.0,0.0,0.7,0.0,0.3,"The video appears to be a natural family vlog with some commercial content promotion but lacks staged performance, emotional bait, conflict, or privacy violations, indicating low exploitation risk.",pyg_aSn-gtE,Our Amazon Prime deals arrived!! - @itsJudysLife
0.1,0.1,0.0,0.0,0.3,0.0,0.1,"The video appears to be a natural family vlog with minimal staged content or emotional bait, some commercial content via shopping links, and no evident privacy violations or exploitative elements.",nEV7VeDpn_A,I Finally Decided! - @itsJudysLife
0.1,0.2,0.1,0.0,0.3,0.0,0.1,"The thumbnail and title suggest casual family vlog content with minimal staged performance or emotional exaggeration, some commercial intent via links, and no clear privacy violations or exploitative elements.",UJE2mDg1a20,"UH OH, Am I turning into a KAREN?! - @itsJudysLife"
0.1,0.0,0.0,0.0,0.3,0.0,0.1,"The video appears to be a natural family vlog about thrifting with no exaggerated emotions, conflict, or challenge format, though there is some commercial content via shopping links.",aRh6peRPsxw,THRIFTING for Hidden Gems! - @itsJudysLife
0.8,0.2,0.1,0.0,0.3,0.0,0.4,"The video appears to involve scripted or staged content given the costume and title, with minimal emotional bait or conflict, some commercial links in description, but no clear privacy violations or challenge format, leading to moderate exploitative potential.",ANz4_uK9ZnQ,I Can Do Whatever I'm White 2 ~ Rucka Rucka Ali
0.1,0.0,0.0,0.0,0.3,0.0,0.1,"The video appears to be a natural family vlog with minimal staging, no emotional exaggeration or conflict, slight commercial content due to shopping links, and no privacy violations, indicating low exploitation risk.",ZyfBKf0vMJk,What's up with the toys at Walmart? - @itsJudysLife
0.8,0.3,0.0,0.0,0.2,0.0,0.4,"The thumbnail and title suggest staged content with a costume and scripted scenario, but lack strong emotional bait, conflict, challenge, or privacy concerns, indicating moderate performative labor but low overall exploitation.",JEtcxSWtaj4,In the Restroom w/ Rucka
0.0,0.2,0.1,0.0,0.0,0.0,0.0,"The thumbnail is an animated parody unrelated to children performing or being exploited, with no signs of staged child content or privacy issues.",gO8UsF4XoxM,"Adolf's Paradise ~ Coolio ""Gangsta's Paradise"" PARODY ~ Rucka Rucka Ali"
0.0,0.0,0.0,0.0,0.1,0.0,0.0,"The thumbnail and title do not show a child or child-related content, and the video appears to be a parody song unrelated to children or family content, with no signs of exploitation.",Y3epd27blgE,I'm Obama (HD) ~ Rucka Rucka Ali
0.0,0.0,0.0,0.0,0.0,0.0,0.0,"The video is an animated parody with no real children depicted, so none of the exploitation dimensions apply.",CQCiY83T-oQ,MADURO (animated) ~ Rucka Rucka Ali
0.0,0.0,0.0,0.0,0.0,0.0,0.0,"The thumbnail and title reference a parody song about Terminator with no visible children or child-related content, indicating no child exploitation signals.",fuSD-UEtyQQ,Terminator Song - Have You Seen John Connor? ~ Rucka Rucka Ali
0.2,0.3,0.6,0.0,0.7,0.0,0.3,"The video title and thumbnail suggest some manufactured drama and commercial sponsorship but show no clear signs of child exploitation or privacy violation, with low performative labor and emotional bait.",zzHWF34cu_g,KSI Got My Video DELETED?
0.0,0.0,0.0,0.0,0.0,0.0,0.0,"The thumbnail and title depict a parody video with no children visible or involved in performative or exploitative content, and no emotional bait, conflict, challenge, commercial content, or privacy violations are present.",W742utQozdY,"GODZIRRA - Eminem x Juice Wrld ""Godzilla” Parody ~ Rucka Rucka Ali"
0.0,0.0,0.0,0.0,0.0,0.0,0.0,"The thumbnail is an animated image unrelated to children, and the title and description do not indicate any child involvement or exploitative content.",8HTrhAJIlr0,IN THE SUN ~ Song for the Troops ~ Rucka Rucka Ali
0.0,0.2,0.7,0.0,0.0,0.0,0.1,"The video is an animated parody with no real children performing or exposed, contains some conflict in the narrative, but lacks emotional bait, challenge format, commercial content, or privacy violations, making it unlikely to be exploitative of children.",lNnHkQtrsa8,HOUTHIS! (flash animation) ~ Rucka Rucka Ali
0.0,0.0,0.0,0.0,0.0,0.0,0.0,The video title and thumbnail do not indicate any child involvement or exploitative content related to children; it appears to be a parody video unrelated to family/kid content.,VPSWmVbnwZw,"21 Pilots ""Stressed Out"" PARODY ""My Name's Donnie Trump"" ~ Rucka Rucka Ali"
0.0,0.0,0.0,0.0,0.0,0.0,0.0,"The thumbnail and title depict a political parody animation unrelated to children or family content, with no signs of child involvement or exploitation.",kvfUgCbnOKY,Call Me Khameini ~ Call Me Maybe Parody ~ Rucka Rucka Ali
0.0,0.1,0.2,0.0,0.0,0.0,0.0,"The thumbnail is an animated parody with no real child depicted or performing, minimal emotional bait, and no evident exploitative content involving children.",IO56xAHEjMA,"JOE BIDEN NO! NintendoVerse 🕹️ PARODY of Zara Larsson ""Can't Tame Her"" ~ Rucka Rucka Ali"
0.0,0.1,0.0,0.0,0.0,0.0,0.0,"The thumbnail and title focus on an adult content creator with no child visible or implied, no staged child performance, emotional bait, conflict, challenge, commercial content, or privacy violation related to a child.",WGGAOmQjydQ,KSI Almost Grasps Reality
0.8,0.2,0.1,0.0,0.1,0.0,0.3,"The video appears to be a scripted parody likely involving performance, with minimal emotional bait or conflict, no challenge format, and no visible privacy violations, resulting in moderate concern for exploitation.",CAwvFzRhvAw,Power Rangers PARODY Bro Bro I'm Armenian ~ Rucka Rucka Ali
0.0,0.1,0.0,0.0,0.0,0.0,0.0,"The video is an animated parody unrelated to children performing or being exploited, with no signs of emotional bait, conflict, challenges, commercial content, or privacy violations.",q8VotjXoINk,"Lil Dicky ""Earth"" PARODY ~ Rucka Rucka Ali"
0.0,0.1,0.0,0.0,0.0,0.0,0.0,"The video appears to be a parody with no child visible or involved in performative or exploitative content, and the thumbnail is a cartoon image unrelated to children or emotional bait.",RlxrccYb7XM,̶E̶b̶o̶l̶a̶ ̶  Corona (Na Na) ~ Rucka Rucka Ali feat DJ Not Nice
0.0,0.0,0.0,0.0,0.0,0.0,0.0,"The thumbnail is an illustrated image unrelated to children or family content, and the title and description do not indicate any child exploitation signals.",-v-PU7zmYCM,This Valentine's Day
0.7,0.6,0.8,0.0,0.3,0.4,0.6,"The video appears to involve staged content with emotional and conflict-driven elements, some exposure of the child's body, and moderate commercial links, suggesting a primarily content-driven use of the child rather than natural family documentation.",nQ32-uvjC2w,Coppercab says I DELETED him from my Song? #TheSecondVerse
0.0,0.1,0.0,0.0,0.0,0.0,0.0,"The thumbnail and title depict animated Mario characters and a mushroom with no children visible or involved, indicating no child exploitation or performative labor.",cNrEHLRr8Oo,1 Up! ~ Mario Song ~ Cyranek Edition ~ Rucka Rucka Ali
0.8,0.3,0.2,0.0,0.1,0.0,0.4,"The video appears to be a scripted parody with a cartoonish thumbnail, showing some performative labor but minimal emotional bait, conflict, or privacy concerns, and limited commercial content.",SfCfkN5_LrE,"Leafy is Literally (Linkin Park ""Crawling"" Parody) ~ Rucka Rucka Ali"
0.0,0.0,0.0,0.0,0.0,0.0,0.0,"The thumbnail and title depict a parody related to a game with no visible children or emotional manipulation, staged performance, conflict, or privacy concerns.",3K4opIuKv1c,"Master of Dungeons (Lore Edition) ~ Parody of Metallica ""Master of Puppets"" ~ Rucka Rucka Ali"
0.9,0.7,0.3,0.0,0.0,0.8,0.7,"The thumbnail and title suggest staged, provocative content with exaggerated emotions and potential privacy concerns, indicating likely exploitation for shock and views rather than genuine family documentation.",t3JNnVE6c7I,"Pharrell ""Happy"" PARODY Crapping ~ Rucka Rucka Ali"
0.8,0.3,0.0,0.0,0.4,0.0,0.5,"The video appears to be a scripted parody with performative elements and some commercial promotion, but lacks emotional bait, conflict, or privacy violations, making it moderately exploitative as content creation rather than natural child activity.",h830LnVnOz8,"""Wierd Ali"" I'm Food (da ba dee) ~ Parody of Eiffel 65 ""I'm Blue"""
0.2,0.0,0.0,0.0,0.0,0.0,0.1,"The thumbnail and title suggest a casual reaction video with adults, lacking signs of staged child performance, emotional bait, conflict, challenge, commercial content, or privacy violations.",IlzvrBhFQng,REACT-ception
0.0,0.0,0.0,0.0,0.1,0.0,0.0,"The thumbnail is an animated illustration unrelated to children or family content, with no signs of child performance, emotional bait, conflict, challenge, or privacy issues, and minimal commercial content.",CfAGc3pGNJk,Ching Chang Chong 2 ~ Rucka Rucka Ali feat DJ Not Nice
0.0,0.0,0.0,0.0,0.0,0.0,0.0,"The thumbnail and title indicate a parody video with no visible children or child-focused content, lacking signs of exploitation or staged child performance.",KM6A3TUQ-h4,Full House PARODY Full of Crap ~ Rucka Rucka Ali
0.0,0.0,0.0,0.0,0.0,0.0,0.0,"The thumbnail and title do not feature children or child-related content, so none of the exploitation dimensions apply.",It329OJ5bag,Call Me Khamenei ~ Call Me Maybe Parody ~ Rucka Rucka Ali
0.0,0.0,0.0,0.0,0.0,0.0,0.0,"The thumbnail and title do not show or imply any child performing, emotional bait, conflict, challenge, commercial content, or privacy violation, indicating no exploitation.",A9x60zIpkiI,"Olivia Rodrigo ""Obsessed"" PARODY I'm Not a Czech (I'm Slovak) ~ Rucka Rucka Ali"
0.0,0.2,0.8,0.0,0.0,0.0,0.0,"The video is an animated political parody unrelated to children despite being on a family/kid channel, with no child performing or exposed, though it contains conflict-themed content.",Ajorkm1FOCU,EPSTEIN FILES (animated) ~ Rucka Rucka Ali
0.0,0.0,0.0,0.0,0.0,0.0,0.0,"The thumbnail shows an adult man sitting outdoors with no children or suggestive content related to child exploitation, and the title and description do not indicate any child-related performative or exploitative elements.",oy2UOckDNpk,Lets Go Jesus! ~ Rucka Rucka Ali
0.0,0.0,0.0,0.0,0.0,0.0,0.0,"The video appears to be a parody song related to Terminator with no indication of child performance, emotional bait, conflict, challenges, commercial content, or privacy violations.",H_BFtw5UUpY,Terminator Song - Have You Seen John Connor? ~ Rucka Rucka Ali
0.0,0.0,0.0,0.0,0.0,0.0,0.0,"The thumbnail and title do not show or imply any child involvement, performative labor, emotional bait, conflict, challenge, commercial content, or privacy violation, thus no exploitation signals are present.",qnxDslfsAy4,"Adele ""Hello"" PARODY Herro ~ Rucka Rucka Ali & DJ Not Nice"
0.0,0.0,0.0,0.0,0.0,0.0,0.0,"The thumbnail and title do not depict or suggest any child involvement, performative labor, emotional bait, conflict, challenge, commercial content, or privacy violation.",dz_5CpWuzKU,I Wanna Blow Up China (Na Na) ~ Rucka Rucka Ali
0.0,0.0,0.0,0.0,0.0,0.0,0.0,"The video and thumbnail do not feature children or child-related content, focusing instead on adult parody content unrelated to family/kid themes.",jTI8HqBl5rE,"Rucka Rucka Ali ~ ""My Korea's Over"" ~ DJ Not Nice"
0.0,0.0,0.0,0.0,0.0,0.0,0.0,"The video title and thumbnail do not indicate the presence of a child or any exploitative content related to children, and the content appears unrelated to family/kid themes.",0cFU-3cfdvw,Olivia Rodrigo Good 4 U PARODY Goo 4 U ~ Rucka Rucka Ali ft DJ Not Nice
0.0,0.0,0.0,0.0,0.0,0.0,0.0,"The title and thumbnail do not depict children or child-related content, nor do they show any signs of exploitation or staged child performance.",ge_AmmZALjs,"Rihanna ""Work"" PARODY Feel the Bern (When You Pee)"
0.0,0.0,0.0,0.0,0.0,0.0,0.0,"The thumbnail and title do not show any children, scripted child performance, emotional baiting, conflict, challenge, commercial content, or privacy violations, indicating no signs of child exploitation.",dAu49EUXOMo,I Am Obama ~ Rucka Rucka Ali
0.0,0.1,0.0,0.0,0.2,0.0,0.0,"The video is an animated parody with no real children depicted, no signs of staged child performance, emotional bait, conflict, or privacy violations, and minimal commercial content.",W_NRCe2xc4c,"Baby Baby Baby Oil (animated) ~ Justin Bieber ""Baby"" Parody ~ Rucka Rucka Ali"
0.0,0.7,0.8,0.0,0.3,0.0,0.2,The thumbnail and title suggest provocative political and social commentary with emotional and conflict-driven content but do not indicate child involvement or exploitation despite being from a family/kid channel.,9ok2zOu_GTs,"Kanye West: ""I Can Treat Jews Better"" Apology Song"
0.0,0.0,0.0,0.0,0.0,0.0,0.0,"The video and thumbnail do not feature children or child-related content, so none of the exploitation dimensions apply.",g-7jS2QzYYQ,Top G (3D) ~ Parody of Gayle “abcdefu” ~ Rucka Rucka Ali
0.0,0.1,0.0,0.0,0.0,0.0,0.0,"The video is an animated parody with no real child performing or exposed, minimal emotional bait, no conflict or challenge format, and no privacy concerns, indicating no exploitation.",NzXRDgy5npg,"I'm Just a Teenage Mutant, Ninja ~ (animated) ~ Rucka Rucka Ali"
0.0,0.0,0.0,0.0,0.0,0.0,0.0,"The thumbnail shows a scenic image with text and no children visible, and the title and description do not indicate child involvement or exploitative content.",ZXavgFHXj0g,"Netherlands Gay ~ Parody of Imagine Dragons ""Whatever It Takes"" ~ Rucka Rucka Ali"
0.0,0.0,0.0,0.0,0.0,0.0,0.0,"The video title and thumbnail do not indicate any child involvement or exploitation signals, focusing instead on parody content unrelated to children.",LDk-UvUrglw,Osama Bin Found (HD) ~ Rucka Rucka Ali
0.0,0.0,0.0,0.0,0.0,0.0,0.0,"The thumbnail and title depict an adult parody video with no children visible or involved, no emotional bait, conflict, challenge, commercial content, or privacy concerns related to children.",49a3eCFpuxU,"Weird Al ""Amish Paradise"" PARODY Quakers Paradise ~ Wierd Ali Ruckavich x Rucka Rucka Ali"
0.0,0.1,0.0,0.0,0.0,0.0,0.0,"The video is an animated parody with no child performing or exposed, minimal emotional bait, no conflict or challenge format, and no privacy concerns, indicating no exploitation.",SAKBsI_EuG0,POPE SONG (animated) ~ Rucka Rucka Ali
0.0,0.0,0.0,0.0,0.0,0.0,0.0,"The video and thumbnail do not feature children or child-related content, so none of the exploitation signals apply.",-kx26gEo8pM,Rucka Rucka Ali - Top G (3D)
0.8,0.1,0.0,0.0,0.0,0.0,0.2,"The video is a parody involving scripted content related to Teenage Mutant Ninja Turtles, but it lacks emotional bait, conflict, challenge format, commercial content, or privacy violations, indicating low overall exploitation.",7oNt7h_TXmU,"I'm Just a Teenage Mutant, Ninja ~ (Teenage Dirtbag Parody) ~ Rucka Rucka Ali"
0.0,0.0,0.0,0.0,0.0,0.0,0.0,"The thumbnail and title do not feature children or child-related content, and there are no indicators of performative labor, emotional bait, conflict, challenges, commercial content, or privacy violations related to children.",GpJjyTTCmoM,"Blink 182 ""What's My Age Again"" PARODY ~ Rucka Rucka Ali"
0.0,0.0,0.0,0.0,0.0,0.0,0.0,"The thumbnail and title depict animated characters with no visible children or emotional manipulation, scripted child performance, conflict, challenges, commercial content, or privacy violations, indicating no signs of exploitation.",XgUg9MD24YU,IMA KOREAN - Countryhumans Map Version ~ Rucka Rucka Ali ft DJ Not Nice
0.8,0.2,0.1,0.0,0.1,0.0,0.3,"The video appears to be a scripted rap performance using animated characters rather than real children, with minimal emotional bait or conflict, and no visible privacy violations or challenge format.",mZatjJ6IvB8,SONIC RAP - Knuckles My Nucka ~~ Rucka Rucka Ali
0.0,0.0,0.0,0.0,0.0,0.0,0.0,"The thumbnail and title do not show any children or signals of child exploitation, performative labor, emotional bait, conflict, challenge, commercial content, or privacy violations.",Xtf3rufTQM0,Toto AFRICA PARODY “Africa” ~ Rucka Rucka Ali
0.0,0.0,0.0,0.0,0.0,0.0,0.0,"The thumbnail and title do not depict or suggest any child involvement, performative labor, emotional bait, conflict, challenge, commercial content, or privacy violation related to children.",aGkTTyVSN_s,Happy Valentines Andrew Tate ~ Rucka Rucka Ali
0.8,0.1,0.2,0.0,0.0,0.0,0.3,"The video appears to be a scripted parody song likely involving performance, but lacks emotional bait, conflict, challenge format, commercial content, or privacy violations, resulting in moderate concern for exploitation.",Aor_PeoZCiw,CLEAN YOUR ROOM Song - Jordan Peter Son Parody (Black Eye Peas) ~ Rucka Rucka Ali
0.0,0.1,0.2,0.0,0.3,0.0,0.1,"The thumbnail and title suggest a personal or reflective video with minimal emotional bait or conflict, no challenge format, slight commercial links in description, and no visible child or privacy concerns, indicating low exploitation risk.",W1kI6phga2o,Why I'm Deleting Old Rac*st Videos from the Past
0.0,0.0,0.0,0.0,0.0,0.0,0.0,"The thumbnail and title do not show children performing scripted content or exhibiting emotional bait, nor do they indicate challenge formats, commercial content, or privacy violations, and the image does not appear to be from a family/kid channel context despite the user's claim.",veUtEl1nuKY,"We Are the Houthis! ""Lil Boo Thang"" Parody ~ Rucka Rucka Ali"
0.0,0.0,0.0,0.0,0.0,0.0,0.0,"The thumbnail is an animated image unrelated to children or family content, with no signs of performative labor, emotional bait, conflict, challenge, commercial content, or privacy violation.",jcuuM7uOLM0,KSI
0.0,0.0,0.0,0.0,0.0,0.0,0.0,"The thumbnail and title do not show children or child-related content, nor do they indicate any exploitative elements related to children in the video.",YsRFysNhesQ,"Jelly Roll & Jessie Murph ""Wild Ones"" PARODY ~ I'm Aboriginal"
0.0,0.0,0.0,0.0,0.0,0.0,0.0,"The thumbnail and title do not show or imply any child involvement, performative labor, emotional bait, conflict, challenge, commercial content, or privacy violations, thus no exploitation signals are present.",Qk1lQQl78pk,Blurred Lines PARODY Obama Been Watchin' ~ Rucka Rucka Ali
0.7,0.3,0.0,0.0,0.6,0.0,0.5,"The thumbnail and title suggest staged, performative content with some commercial promotion but lack strong emotional bait, conflict, or privacy concerns, indicating moderate exploitation risk.",Qbkrya3LVJE,"EAT PIZZA! ""Wierd Ali"" Ruckavich"
0.9,0.9,1.0,0.8,0.1,0.8,0.9,"The video uses staged drama and emotional baiting with a provocative and private topic involving intimate messages, likely exploiting the child for content rather than genuine family documentation.",RN08PM024DQ,READING MY GIRLFRIEND'S TINDER MESSAGES!! (CAUGHT CHEATING)
0.7,0.3,0.0,0.6,0.2,0.0,0.4,"The video shows a staged duct tape fort challenge likely created for the camera with some clickbait elements but no evident privacy violations or conflict, suggesting moderate performative labor without strong exploitative signals.",Q2hSLkr3Xdo,UNBREAKABLE DUCT TAPE FORT!! (100 LAYERS)
0.2,0.3,0.0,0.0,0.0,0.0,0.1,"The thumbnail and title suggest a staged skincare or spa experience with mild emotional bait but no clear signs of child exploitation or privacy violation, and the people shown appear to be adults, not children.",d9YNBClJiuQ,I CAN'T BELIEVE WE PUT THIS ON OUR FACE!!
0.8,0.6,0.0,0.3,0.9,0.0,0.7,"The thumbnail and title suggest staged content focused on product reviews with exaggerated excitement and clear commercial intent, but no privacy violations or conflict are evident.",7WdQPyRzAs0,I Bought All The VERIFIED Items On Wish..
0.0,0.3,0.0,0.0,0.0,0.0,0.0,"The thumbnail and title depict a travel vlog style video with no signs of scripted child performance, emotional exaggeration, conflict, challenges, commercial content, or privacy violations, indicating no exploitation.",FzIwUQV0V0I,I'M GOING TO THAILAND!!!
0.0,0.1,0.0,0.0,0.0,0.0,0.0,"The thumbnail and title suggest a simple house tour without staged child performance, emotional exaggeration, conflict, challenges, commercial content, or privacy violations, indicating low exploitation risk.",925cTJESq_k,NEW MILLION DOLLAR COTTAGE TOUR!!
0.8,0.6,0.3,0.9,0.0,0.0,0.5,"The video features a staged 24-hour challenge with exaggerated emotions and clickbait elements but lacks privacy violations or overt commercial content, indicating moderate exploitation risk.",sJCSiPN7bII,24 HOUR ROBOT LEGS CHALLENGE!! (BIONIC JUMPING STILTS IN PUBLIC)
0.8,0.3,0.6,1.0,0.0,0.0,0.5,"The video is a staged challenge format with some manufactured competition and moderate emotional bait, but lacks privacy violations or overt commercial exploitation, indicating moderate potential for exploitation.",EjwamU2VoGQ,INTENSE THINK FAST CHALLENGE W/ TEAM ALBOE!!!
0.1,0.2,0.0,0.0,0.0,0.0,0.1,"The video appears to be a casual vlog about moving into a house with no evident scripted performance, emotional exaggeration, conflict, challenges, commercial content, or privacy violations, indicating low exploitation risk.",yiR4BNnYGjU,MOVING INTO THE ALBOE HOUSE | EP. 3
0.8,0.6,0.7,0.9,0.0,0.0,0.7,"The video uses a staged challenge format with manufactured competition and emotional appeal, but lacks visible privacy violations or commercial exploitation, indicating moderate exploitative potential.",7oMwdR_28Pw,TEAM ALBOE BEST FRIENDS CHALLENGE | ChadWithaJ
0.8,0.3,0.0,0.0,0.6,0.0,0.5,"The video shows a child performing a staged activity with robotic jumping stilts likely created for the camera, includes some commercial links, but lacks strong emotional bait, conflict, or privacy violations, resulting in moderate exploitative potential.",VcqhcwwclKk,THESE ROBOT LEGS MAKE YOU JUMP LIKE LEBRON JAMES!! *BIONIC JUMPING STILTS*
0.8,0.7,0.6,0.3,0.9,0.0,0.7,"The video uses staged content with exaggerated emotional expressions and clickbait elements focused on dangerous products, indicating performative labor and commercial intent without privacy violations but with moderate narrative conflict and challenge elements.",c7lynLe53lM,I Bought All The DANGEROUS Products On Amazon!!
0.0,0.1,0.0,0.0,0.3,0.0,0.0,"The video shows a staged car wrap but no child performing scripted content or emotional bait, no conflict or challenge format, minor commercial signals, and no privacy violations, indicating low exploitation risk.",3hT09tfle_k,I Wrapped My Tesla With Elon Musk's Face!!
0.8,0.6,0.7,1.0,0.0,0.0,0.5,"The video is a staged challenge with exaggerated expressions and competition, but no clear privacy violations or commercial content, making it moderately exploitative as performative labor.",PJPopXo2JNc,Last To Fall Off The Unicycle Wins $1000 - Challenge
0.8,0.6,0.0,0.0,0.9,0.0,0.7,"The video appears to be staged unboxing content with commercial intent and some emotional baiting, but lacks conflict, challenge format, or privacy violations, indicating moderate exploitation risk.",Kvb9CaTcpog,"I Bought A $2,500 CyberPunk 2077 Tech Box!!"
0.0,0.1,0.0,0.0,0.8,0.0,0.1,"The video thumbnail and title focus on a product purchase and demonstration with no child visible or involved in performative or exploitative ways, but there is clear commercial content present.",9uE6eaZRBcQ,"I Bought A $2,500 SOLAR TRAILER On Wish To Charge My Tesla!!"
0.2,0.1,0.0,0.0,0.7,0.0,0.1,"The video appears to focus on a commercial success story involving Pokemon cards with no evident child involvement or exploitative elements, though it includes commercial content and some staged presentation.",FFnsGNBP4GA,"How I Sold $500,000 Worth of Pokemon Cards"
0.9,0.7,0.8,1.0,0.3,0.0,0.7,"The video features a staged challenge with exaggerated emotional expressions and competition, includes some commercial links, but does not show private or intimate child moments, indicating moderate exploitation potential.",bRZwIE5G-sk,"Last To Leave The Straight Jacket Wins $1,000 - Challenge"
0.0,0.7,0.3,0.0,0.8,0.0,0.2,The thumbnail and title focus on product comparison with some emotional appeal and commercial intent but show no signs of child involvement or exploitative content.,UUPG6qXauWI,$10 FAKE AirPods Max Vs. $549 AirPods Max!! (WISH AirPods Max)
0.0,0.2,0.0,0.0,0.9,0.0,0.1,"The video is a product review with clear commercial content and mild emotional bait but no child performing or privacy concerns, indicating low exploitation risk.",F68CbCT4tow,This VR Headset Will Make You Forget You're On Earth!!
0.7,0.6,0.0,0.0,0.8,0.0,0.5,"The video shows staged content focused on product buying with some emotional clickbait but no evident conflict or privacy issues, indicating moderate performative labor and commercial intent without clear exploitation of a child.",bJSpnhSOU7c,I Bought All The iPhone Cases On Wish!!
0.9,0.8,0.7,1.0,0.2,0.0,0.7,"The video features a staged challenge with exaggerated emotional reactions and competition, typical of content created primarily for views rather than natural child activity, but lacks privacy violations or overt commercial exploitation.",ScfdP9_yaAg,"Throwing A Dart At A Map & WINNING Whatever It Lands On!! ($10,000 CHALLENGE!!)"
0.8,0.7,0.3,1.0,0.4,0.0,0.5,"The video features a staged challenge with exaggerated emotional reactions and some commercial elements, but lacks privacy violations and intense conflict, making it moderately exploitative as content created primarily for views rather than natural family moments.",mmE5UjdP9no,BEAN BOOZLED CHALLENGE - PARENTS EDITION!!!
0.0,0.1,0.0,0.0,0.0,0.0,0.0,"The thumbnail and title show an adult in a casual setting with no children visible, no exaggerated emotions, conflict, challenges, commercial content, or privacy issues, indicating no exploitation of children.",NaUE4KKWFkM,Shit POKÉMON GO Players Say
0.0,0.8,0.2,0.0,0.3,0.0,0.1,"The video uses emotional bait and clickbait phrasing with staged excitement but lacks child-specific performative labor or privacy violations, indicating low exploitation risk.",65xYng0MA0s,"We Broke Open The Abandoned Safe and Found This.. ($50,000 CASH!?!)"
0.7,0.3,0.0,0.6,0.8,0.0,0.5,"The video involves staged content around building a PC with purchased parts, includes commercial sponsorship and challenge elements, but lacks emotional bait, conflict, or privacy violations, making it moderately exploitative.",38YA_tRqKmM,I Built A Gaming PC Using WISH!! ($750 Gaming Setup)
0.0,0.0,0.8,0.0,0.3,0.0,0.1,"The video is a diss track involving adults with no visible children or child-focused content, minimal commercial signals, and no privacy concerns, indicating low exploitation risk despite the conflict theme.",LJ3pvzorPf8,GARDEN HOSE NOSE - WOLFIERAPS DISS TRACK FT. CHUNKZ & BIG SHAQ
0.2,0.8,0.1,0.0,0.3,0.0,0.2,"The video uses emotional clickbait and staged reactions but lacks clear child involvement or privacy violations, indicating low exploitation risk.",vOIkBO7uR1Y,I Sold Everything In A $1000 Abandoned Storage Unit To A Pawn Shop!! (YOU WON'T BELIEVE HOW MUCH!!)
0.2,0.3,0.0,0.0,0.7,0.0,0.1,The video appears to be a typical car reveal vlog with some commercial branding but lacks signs of child exploitation or staged child performance.,9du9TmzoeuU,BUYING THE FIRST TESLA MODEL 3 IN CANADA!! (MY NEW CAR REVEAL)
0.8,0.3,0.2,0.7,0.0,0.0,0.5,"The video shows staged ping pong trick shots likely performed for the camera with some challenge elements, mild emotional bait in the title, minimal conflict, no visible commercial content or privacy violations, suggesting moderate exploitation as content creation rather than natural play.",nOF2Encu7J8,CRAZY PING PONG TRICK SHOTS!!!
0.8,0.6,0.2,0.9,0.8,0.0,0.6,"The video features a staged challenge with commercial branding and exaggerated excitement, indicating performative labor and commercial content, but lacks privacy violations or strong conflict, making it moderately exploitative.",KUpQ7PW0QC4,100 MCDONALD'S CUPS EXPERIMENT!! *MONOPOLY JACKPOT CHALLENGE*
0.2,0.8,0.3,0.0,0.1,0.0,0.2,"The video uses emotional clickbait and staged excitement but shows no clear signs of child exploitation or privacy violation, with low performative labor and no challenge or commercial focus.",08fwTT2hzgc,I Bought A $1000 Abandoned Storage Unit and Found This.. (ABANDONED SAFE)
0.7,0.6,0.0,0.0,0.8,0.0,0.5,"The thumbnail and title suggest staged content focused on showcasing giant products with some emotional exaggeration and clear commercial intent, but no evident privacy violations or conflict.",Hx8ZsQNLVNQ,I Bought 10 GIANT Products You Won't Believe Actually Exist!!
0.8,0.9,0.1,0.0,0.7,0.0,0.6,"The video shows a staged science experiment with exaggerated emotional expressions and visible product placement, indicating performative content with commercial intent but no clear privacy violations or conflict.",WRIO7E9eTl8,5 CRAZY COKE SCIENCE EXPERIMENTS!! (MASSIVE EXPLOSION)
